Dataset Name,Image Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody 1],Antibody Identifier 1,Comment [Antibody 1],Experimental Condition [Antibody 2],Antibody Identifier 2,Comment [Antibody 2],Experimental Condition [Antibody 3],Antibody Identifier 3,Comment [Antibody 3],Comment [Probe],Comment [Gene Identifier 1],Comment [Gene Symbol 1],Comment [Gene Identifier 2],Comment [Gene Symbol 2],Comment [Gene Identifier 3],Comment [Gene Symbol 3],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
PAX6_8PCW,"1975,1,Head,L8pcw,105_2015-12-15 11_02_18.scn [2]","Fetus 1975, slide 105",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_8pcw\1975,1,Head,L8pcw,105_2015-12-15 11_02_18.scn [2]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, eye, nasal epithelium (strong)"
PAX6_8PCW,"1975,1,Head,L8pcw,105_2015-12-15 11_02_18.scn [1]","Fetus 1975, slide 105",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_8pcw\1975,1,Head,L8pcw,105_2015-12-15 11_02_18.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, eye, nasal epithelium (strong)"
PAX6_8PCW,"1975,1,Head,L8pcw,105_2015-12-15 11_02_18.scn [macro]","Fetus 1975, slide 105",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_8pcw\1975,1,Head,L8pcw,105_2015-12-15 11_02_18.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, eye, nasal epithelium (strong)"
PAX6_8PCW,"1975,1,Head,L8pcw,65_PAX6.ome.tiff","Fetus 1975, slide 65",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_8pcw\1975,1,Head,L8pcw,65_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
PAX6_CS19,"1032,1,head,CS19,48_PAX6.ome.tiff","Embryo 1032, slide 48",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS19\1032,1,head,CS19,48_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, eye, spinal cord (strong)"
PAX6_CS19,"1032,1,head,CS19,72_PAX6.ome.tiff","Embryo 1032, slide 72",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS19\1032,1,head,CS19,72_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, myelencephalon (strong)"
PAX6_CS19,"1032,1,head,CS19,78_PAX6.ome.tiff","Embryo 1032, slide 78",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS19\1032,1,head,CS19,78_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, spinal cord (strong)"
PAX6_CS19,"1032,1,head,CS19,98_PAX6.ome.tiff","Embryo 1032, slide 98",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS19\1032,1,head,CS19,98_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, diencephalon, rhombencephalon (strong)"
PAX6_CS19,"12769,4,Head,CS19,101_PAX6.ome.tiff","Embryo 12769, slide 101",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS19\12769,4,Head,CS19,101_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, septum, myelencephalon (strong)"
PAX6_CS19,"12769,4,Head,CS19,110_PAX6.ome.tiff","Embryo 12769, slide 110",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS19\12769,4,Head,CS19,110_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, septum, myelencephalon, adenohypophysis (strong)"
PAX6_CS19,"12769,4,Head,CS19,80_PAX6.ome.tiff","Embryo 12769, slide 80",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS19\12769,4,Head,CS19,80_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, diencephalon, rhombencephalon (strong)"
PAX6_CS19,"12769,4,Head,CS19,90_PAX6.ome.tiff","Embryo 12769, slide 90",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS19\12769,4,Head,CS19,90_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, diencephalon, rhombencephalon (strong)"
PAX6_CS19,3DView.avi,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,PAX6_CS19\3DView.avi,"3D movie of data mapped into a CS19 model. Red = strong expression, yellow = moderate expression.",,"Red = strong expression, yellow = moderate expression.",,
PAX6_CS19,3DView.jpg,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,PAX6_CS19\3DView.jpg,"3D view of data mapped into a CS19 model. Red = strong expression, yellow = moderate expression.",,"Red = strong expression, yellow = moderate expression.",,
PAX6_CS21,"12128,1,head,CS21,130_PAX6.ome.tiff","Embryo 12128, slide 130",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS21\12128,1,head,CS21,130_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, eye (strong)"
PAX6_CS21,"13436,1,embryo,CS21,144_PAX6.ome.tiff","Embryo 13436, slide 144",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS21\13436,1,embryo,CS21,144_PAX6.ome.tiff",,,,DAB,"Eye, nasal epithelium, telencephalon, pallium, subpallium, diencephalon (strong)"
PAX6_CS21,"13436,1,embryo,CS21,151_PAX6.ome.tiff","Embryo 13436, slide 151",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS21\13436,1,embryo,CS21,151_PAX6.ome.tiff",,,,DAB,"Eye, nasal epithelium, telencephalon, pallium, subpallium, diencephalon (strong)"
PAX6_CS23,"11557,3,Head,CS23,49_PAX6.ome.tiff","Embryo 11557, slide 49",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\11557,3,Head,CS23,49_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, diencephalon (strong)"
PAX6_CS23,"11557,3,Head,CS23,74_PAX6.ome.tiff","Embryo 11557, slide 74",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\11557,3,Head,CS23,74_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
PAX6_CS23,11751_53_CS23_PAX6.scn [3],"Fetal brain 11751, slide 53",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,PAX6_CS23\11751_53_CS23_PAX6.scn [3],,,,DAB,"Telencephalon, pallium, subpallium, eye, metencephalon (strong)"
PAX6_CS23,11751_53_CS23_PAX6.scn [2],"Fetal brain 11751, slide 53",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,PAX6_CS23\11751_53_CS23_PAX6.scn [2],,,,DAB,"Telencephalon, pallium, subpallium, eye, metencephalon (strong)"
PAX6_CS23,11751_53_CS23_PAX6.scn [1],"Fetal brain 11751, slide 53",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,PAX6_CS23\11751_53_CS23_PAX6.scn [1],,,,DAB,"Telencephalon, pallium, subpallium, eye, metencephalon (strong)"
PAX6_CS23,11751_53_CS23_PAX6.scn [macro],"Fetal brain 11751, slide 53",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,PAX6_CS23\11751_53_CS23_PAX6.scn [macro],,,,DAB,"Telencephalon, pallium, subpallium, eye, metencephalon (strong)"
PAX6_CS23,"12204,1,Head,CS23,76_PAX6.ome.tiff","Embryo 12204, slide 76",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12204,1,Head,CS23,76_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
PAX6_CS23,"12204,1,Head,CS23,82_PAX6.ome.tiff","Embryo 12204, slide 82",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12204,1,Head,CS23,82_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
PAX6_CS23,"12506,5,R hemi,CS23,11_PAX6.ome.tiff","Embryonic brain 12506, slide 11",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12506,5,R hemi,CS23,11_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, diencephalon, rhombencephalon (strong)"
PAX6_CS23,"12506,5,R hemi,CS23,24_PAX6.ome.tiff","Embryonic brain 12506, slide 24",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12506,5,R hemi,CS23,24_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, metencephalon (strong)"
PAX6_CS23,"12506,5,R hemi,CS23,33_PAX6.ome.tiff","Embryonic brain 12506, slide 33",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12506,5,R hemi,CS23,33_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, metencephalon (strong)"
PAX6_CS23,"12506,5,R hemi,CS23,54_PAX6.ome.tiff","Embryonic brain 12506, slide 54",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12506,5,R hemi,CS23,54_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, metencephalon (strong)"
PAX6_CS23,"12506,5,R hemi,CS23,65_PAX6.ome.tiff","Embryonic brain 12506, slide 65",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12506,5,R hemi,CS23,65_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
PAX6_CS23,"12780,1,head,CS23,100_PAX6.ome.tiff","Embryo 12780, slide 100",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12780,1,head,CS23,100_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, hypothalamus (strong)"
PAX6_CS23,"12780,1,head,CS23,43_PAX6.ome.tiff","Embryo 12780, slide 43",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12780,1,head,CS23,43_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, nasal epithelium, eye (strong)"
PAX6_CS23,"12780,1,head,CS23,57_PAX6.ome.tiff","Embryo 12780, slide 57",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12780,1,head,CS23,57_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, nasal epithelium, eye (strong)"
PAX6_CS23,"12780,1,head,CS23,65_PAX6.ome.tiff","Embryo 12780, slide 65",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12780,1,head,CS23,65_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, nasal epithelium, eye (strong)"
PAX6_CS23,"12780,1,head,CS23,79_PAX6.ome.tiff","Embryo 12780, slide 79",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12780,1,head,CS23,79_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, eye (strong)"
PAX6_CS23,"12780,1,head,CS23,83_PAX6.ome.tiff","Embryo 12780, slide 83",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12780,1,head,CS23,83_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
PAX6_CS23,"12780,1,head,CS23,90_PAX6.ome.tiff","Embryo 12780, slide 90",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\12780,1,head,CS23,90_PAX6.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, hypothalamus (strong)"
PAX6_CS23,"980,1,Head,CS23,50_2015-12-15 11_44_08.scn [1]","Embryo 980, slide 50",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\980,1,Head,CS23,50_2015-12-15 11_44_08.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium, eye (strong)"
PAX6_CS23,"980,1,Head,CS23,50_2015-12-15 11_44_08.scn [macro]","Embryo 980, slide 50",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,,,,,,,ENSG00000007372,PAX6,,,,,"PAX6_CS23\980,1,Head,CS23,50_2015-12-15 11_44_08.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium, eye (strong)"
PAX6_OLIG2_NKX2-2_CS11,120619_CS11_B1_11.lif - TileScan 1_11.1.tif,,Homo sapiens,NCBITaxon,9606,CS11,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS11\120619_CS11_B1_11.lif - TileScan 1_11.1.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS11,120619_CS11_B1_11.lif - TileScan 1_11.2.tif,,Homo sapiens,NCBITaxon,9606,CS11,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS11\120619_CS11_B1_11.lif - TileScan 1_11.2.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS13,CS13_14364_brachial_1.lif - 1_1 .tif,,Homo sapiens,NCBITaxon,9606,CS13,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS13\CS13_14364_brachial_1.lif - 1_1 .tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS13,CS13_14364_brachial_1.lif - 1_2.tif,,Homo sapiens,NCBITaxon,9606,CS13,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS13\CS13_14364_brachial_1.lif - 1_2.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS13,CS13_14364_brachial_1.lif - 1_3 -1_proper.tif,,Homo sapiens,NCBITaxon,9606,CS13,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS13\CS13_14364_brachial_1.lif - 1_3 -1_proper.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS13,CS13_14364_brachial_1.lif - 1_4-1_proper.tif,,Homo sapiens,NCBITaxon,9606,CS13,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS13\CS13_14364_brachial_1.lif - 1_4-1_proper.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS13,CS13_14401_mab 1_3 section.tif,,Homo sapiens,NCBITaxon,9606,CS13,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS13\CS13_14401_mab 1_3 section.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS14,120619_CS14_14735_B1_partA1.lif - TileScan 1 Region 4_Merged.tif,,Homo sapiens,NCBITaxon,9606,CS14,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS14\120619_CS14_14735_B1_partA1.lif - TileScan 1 Region 4_Merged.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS14,140120_P488_O568_N647.lif - CS14_15151.1_B1_1.1.tif,,Homo sapiens,NCBITaxon,9606,CS14,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS14\140120_P488_O568_N647.lif - CS14_15151.1_B1_1.1.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS14,140120_P488_O568_N647.lif - CS14_15151.1_B1_1.2.tif,,Homo sapiens,NCBITaxon,9606,CS14,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS14\140120_P488_O568_N647.lif - CS14_15151.1_B1_1.2.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS14,140120_P488_O568_N647.lif - CS14_15151.1_B1_1.3.tif,,Homo sapiens,NCBITaxon,9606,CS14,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS14\140120_P488_O568_N647.lif - CS14_15151.1_B1_1.3.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS14,CS14_14505_b2_1.lif - 1505 1_2 40x crop.tif,,Homo sapiens,NCBITaxon,9606,CS14,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS14\CS14_14505_b2_1.lif - 1505 1_2 40x crop.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS14,CS14_14505_b2_1.lif - 1505 1_4 40x.tif,,Homo sapiens,NCBITaxon,9606,CS14,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS14\CS14_14505_b2_1.lif - 1505 1_4 40x.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,020919_CS15_14631.3 pax6_o2_nkx22.lif - TileScan 1_3.1.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\020919_CS15_14631.3 pax6_o2_nkx22.lif - TileScan 1_3.1.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,020919_CS15_14631.3 pax6_o2_nkx22.lif - TileScan 1_3.2.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\020919_CS15_14631.3 pax6_o2_nkx22.lif - TileScan 1_3.2.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,020919_CS15_14631.3 pax6_o2_nkx22.lif - TileScan 1_3.3.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\020919_CS15_14631.3 pax6_o2_nkx22.lif - TileScan 1_3.3.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,020919_CS15_14631.3 pax6_o2_nkx22.lif - TileScan 1_3.4.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\020919_CS15_14631.3 pax6_o2_nkx22.lif - TileScan 1_3.4.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,120619_CS15_14735.lif - TileScan 1_B2_1a.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\120619_CS15_14735.lif - TileScan 1_B2_1a.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
